OBJECTID,FIPS,Tract_Name,Tract_FIPS,County,Area_Land_Square_Miles,Area_Water_Square_Miles,Population_Total,Population_Density_PerLandSquareMile
394,08013013601,"Census Tract 136.01, Boulder County, Colorado",08013013601,BOULDER,53.32,0.79,4088,76.7
395,08013012710,"Census Tract 127.10, Boulder County, Colorado",08013012710,BOULDER,7.41,0.44,3422,461.8
396,08013013701,"Census Tract 137.01, Boulder County, Colorado",08013013701,BOULDER,97.11,0.89,6149,63.3
397,08013013702,"Census Tract 137.02, Boulder County, Colorado",08013013702,BOULDER,130.72,1.53,5970,45.7
398,08013013202,"Census Tract 132.02, Boulder County, Colorado",08013013202,BOULDER,24.45,0.87,1518,62.1
399,08013012204,"Census Tract 122.04, Boulder County, Colorado",08013012204,BOULDER,0.54,0,4076,7548.1
400,08013013602,"Census Tract 136.02, Boulder County, Colorado",08013013602,BOULDER,191.15,1.31,867,4.5
401,08013012903,"Census Tract 129.03, Boulder County, Colorado",08013012903,BOULDER,1.5,0,2529,1686
402,08013012501,"Census Tract 125.01, Boulder County, Colorado",08013012501,BOULDER,1.32,0.01,2601,1970.5
403,08013012603,"Census Tract 126.03, Boulder County, Colorado",08013012603,BOULDER,0.67,0,3570,5328.4
404,08013012511,"Census Tract 125.11, Boulder County, Colorado",08013012511,BOULDER,0.75,0,6190,8253.3
405,08013012709,"Census Tract 127.09, Boulder County, Colorado",08013012709,BOULDER,3.75,0.06,1928,514.1
406,08075966300,"Census Tract 9663, Logan County, Colorado",08075966300,LOGAN,16.25,0,4590,282.5
407,08075966200,"Census Tract 9662, Logan County, Colorado",08075966200,LOGAN,8.02,0,4205,524.3
408,08075966100,"Census Tract 9661, Logan County, Colorado",08075966100,LOGAN,30.11,0,7484,248.6
409,08075966000,"Census Tract 9660, Logan County, Colorado",08075966000,LOGAN,521.51,5.15,2104,4
410,08075966400,"Census Tract 9664, Logan County, Colorado",08075966400,LOGAN,712.26,0,2084,2.9
411,08075965900,"Census Tract 9659, Logan County, Colorado",08075965900,LOGAN,550.41,1.17,1418,2.6
412,08013060800,"Census Tract 608, Boulder County, Colorado",08013060800,BOULDER,8.2,0.06,7083,863.8
413,08013013507,"Census Tract 135.07, Boulder County, Colorado",08013013507,BOULDER,0.75,0,3356,4474.7
414,08013013505,"Census Tract 135.05, Boulder County, Colorado",08013013505,BOULDER,0.5,0,4534,9068
415,08013013212,"Census Tract 132.12, Boulder County, Colorado",08013013212,BOULDER,3.27,0.23,4639,1418.7
416,08013061300,"Census Tract 613, Boulder County, Colorado",08013061300,BOULDER,0.81,0,3524,4350.6
417,08013061400,"Census Tract 614, Boulder County, Colorado",08013061400,BOULDER,0.99,0,3663,3700
418,08013012607,"Census Tract 126.07, Boulder County, Colorado",08013012607,BOULDER,0.28,0,5343,19082.1
419,08013013508,"Census Tract 135.08, Boulder County, Colorado",08013013508,BOULDER,2,0.02,7797,3898.5
420,08013013506,"Census Tract 135.06, Boulder County, Colorado",08013013506,BOULDER,1,0,4409,4409
421,08013013213,"Census Tract 132.13, Boulder County, Colorado",08013013213,BOULDER,7.8,0.15,8709,1116.5
422,08013012608,"Census Tract 126.08, Boulder County, Colorado",08013012608,BOULDER,0.35,0,2521,7202.9
423,08013060600,"Census Tract 606, Boulder County, Colorado",08013060600,BOULDER,14.6,0.55,5953,407.7
424,08013060700,"Census Tract 607, Boulder County, Colorado",08013060700,BOULDER,3.87,0.03,3177,820.9
425,08013013005,"Census Tract 130.05, Boulder County, Colorado",08013013005,BOULDER,0.75,0,3483,4644
426,08013012508,"Census Tract 125.08, Boulder County, Colorado",08013012508,BOULDER,1.35,0.02,3340,2474.1
427,08013012605,"Census Tract 126.05, Boulder County, Colorado",08013012605,BOULDER,0.48,0,1693,3527.1
428,08013013004,"Census Tract 130.04, Boulder County, Colorado",08013013004,BOULDER,0.78,0.04,3725,4775.6
429,08013012401,"Census Tract 124.01, Boulder County, Colorado",08013012401,BOULDER,0.43,0,6128,14251.2
430,08013012300,"Census Tract 123, Boulder County, Colorado",08013012300,BOULDER,0.55,0,7038,12796.4
431,08013012202,"Census Tract 122.02, Boulder County, Colorado",08013012202,BOULDER,0.63,0,6020,9555.6
432,08013012102,"Census Tract 121.02, Boulder County, Colorado",08013012102,BOULDER,1.11,0,7359,6629.7
433,08013012105,"Census Tract 121.05, Boulder County, Colorado",08013012105,BOULDER,0.96,0,5614,5847.9
434,08013012104,"Census Tract 121.04, Boulder County, Colorado",08013012104,BOULDER,1.04,0.04,2484,2388.5
435,08013012904,"Census Tract 129.04, Boulder County, Colorado",08013012904,BOULDER,1.22,0.1,5663,4641.8
436,08013012707,"Census Tract 127.07, Boulder County, Colorado",08013012707,BOULDER,11.76,1.66,2536,215.6
437,08013012905,"Census Tract 129.05, Boulder County, Colorado",08013012905,BOULDER,0.51,0,2714,5321.6
438,08013012103,"Census Tract 121.03, Boulder County, Colorado",08013012103,BOULDER,0.89,0,3950,4438.2
439,08013012800,"Census Tract 128, Boulder County, Colorado",08013012800,BOULDER,15.21,0.53,12041,791.7
440,08123001412,"Census Tract 14.12, Weld County, Colorado",08123001412,WELD,2.03,0,2710,1335
441,08123001407,"Census Tract 14.07, Weld County, Colorado",08123001407,WELD,1.54,0,2566,1666.2
442,08123001408,"Census Tract 14.08, Weld County, Colorado",08123001408,WELD,1.25,0,2101,1680.8
443,08123001405,"Census Tract 14.05, Weld County, Colorado",08123001405,WELD,1.47,0,4314,2934.7
444,08123001406,"Census Tract 14.06, Weld County, Colorado",08123001406,WELD,2.87,0,5593,1948.8
445,08123001414,"Census Tract 14.14, Weld County, Colorado",08123001414,WELD,0.54,0,2218,4107.4
446,08123001003,"Census Tract 10.03, Weld County, Colorado",08123001003,WELD,0.51,0,4968,9741.2
447,08123002207,"Census Tract 22.07, Weld County, Colorado",08123002207,WELD,5.63,0.11,3062,543.9
448,08123002009,"Census Tract 20.09, Weld County, Colorado",08123002009,WELD,16.49,0,1414,85.7
449,08123001908,"Census Tract 19.08, Weld County, Colorado",08123001908,WELD,29.51,0.22,2668,90.4
450,08123002010,"Census Tract 20.10, Weld County, Colorado",08123002010,WELD,15.66,0.19,2599,166
451,08123001906,"Census Tract 19.06, Weld County, Colorado",08123001906,WELD,17.15,0.13,1672,97.5
452,08123002103,"Census Tract 21.03, Weld County, Colorado",08123002103,WELD,80.38,2.96,9367,116.5
453,08123001410,"Census Tract 14.10, Weld County, Colorado",08123001410,WELD,1.19,0,3414,2868.9
454,08123002208,"Census Tract 22.08, Weld County, Colorado",08123002208,WELD,39.23,2.23,5439,138.6
455,08123001417,"Census Tract 14.17, Weld County, Colorado",08123001417,WELD,0.68,0.01,2800,4117.6
456,08123001416,"Census Tract 14.16, Weld County, Colorado",08123001416,WELD,6.08,0,2482,408.2
457,08123001005,"Census Tract 10.05, Weld County, Colorado",08123001005,WELD,3.1,0.06,7248,2338.1
458,08123001004,"Census Tract 10.04, Weld County, Colorado",08123001004,WELD,1.68,0.02,4380,2607.1
459,08123000705,"Census Tract 7.05, Weld County, Colorado",08123000705,WELD,33.05,1.33,1513,45.8
460,08123000800,"Census Tract 8, Weld County, Colorado",08123000800,WELD,0.7,0,3127,4467.1
461,08123000200,"Census Tract 2, Weld County, Colorado",08123000200,WELD,0.34,0,3924,11541.2
462,08123000100,"Census Tract 1, Weld County, Colorado",08123000100,WELD,0.58,0,2628,4531
463,08123000300,"Census Tract 3, Weld County, Colorado",08123000300,WELD,0.24,0,2343,9762.5
464,08123000900,"Census Tract 9, Weld County, Colorado",08123000900,WELD,0.58,0,3307,5701.7
465,08123000402,"Census Tract 4.02, Weld County, Colorado",08123000402,WELD,0.63,0,3961,6287.3
466,08123001202,"Census Tract 12.02, Weld County, Colorado",08123001202,WELD,0.57,0,2720,4771.9
467,08123001300,"Census Tract 13, Weld County, Colorado",08123001300,WELD,1.82,0.03,8044,4419.8
468,08123001201,"Census Tract 12.01, Weld County, Colorado",08123001201,WELD,0.58,0,4029,6946.6
469,08123000502,"Census Tract 5.02, Weld County, Colorado",08123000502,WELD,0.52,0,3548,6823.1
470,08123000401,"Census Tract 4.01, Weld County, Colorado",08123000401,WELD,0.69,0,3256,4718.8
471,08123001100,"Census Tract 11, Weld County, Colorado",08123001100,WELD,0.97,0.02,4413,4549.5
472,08123001800,"Census Tract 18, Weld County, Colorado",08123001800,WELD,124.89,3.22,4344,34.8
473,08123000600,"Census Tract 6, Weld County, Colorado",08123000600,WELD,1.82,0.05,2147,1179.7
474,08123001700,"Census Tract 17, Weld County, Colorado",08123001700,WELD,65.71,0.6,5482,83.4
475,08123001404,"Census Tract 14.04, Weld County, Colorado",08123001404,WELD,6.86,0.07,3195,465.7
476,08123002502,"Census Tract 25.02, Weld County, Colorado",08123002502,WELD,526.37,6.18,6288,11.9
477,08123001902,"Census Tract 19.02, Weld County, Colorado",08123001902,WELD,59.46,0.17,7413,124.7
478,08123001500,"Census Tract 15, Weld County, Colorado",08123001500,WELD,65.47,0.49,7207,110.1
479,08123002300,"Census Tract 23, Weld County, Colorado",08123002300,WELD,112.19,1.22,5351,47.7
480,08123000701,"Census Tract 7.01, Weld County, Colorado",08123000701,WELD,1.26,0,1650,1309.5
481,08123001600,"Census Tract 16, Weld County, Colorado",08123001600,WELD,92.96,0.78,4840,52.1
482,08123002501,"Census Tract 25.01, Weld County, Colorado",08123002501,WELD,2459.41,7.92,5218,2.1
483,08123000501,"Census Tract 5.01, Weld County, Colorado",08123000501,WELD,0.38,0,3473,9139.5
484,08123002013,"Census Tract 20.13, Weld County, Colorado",08123002013,WELD,2.99,0.07,3148,1052.8
485,08123002012,"Census Tract 20.12, Weld County, Colorado",08123002012,WELD,3.14,0,1232,392.4
487,08121924200,"Census Tract 9242, Washington County, Colorado",08121924200,WASHINGTON,746.49,3.22,2870,3.8
488,08123002006,"Census Tract 20.06, Weld County, Colorado",08123002006,WELD,15.38,0.06,286,18.6
489,08123002102,"Census Tract 21.02, Weld County, Colorado",08123002102,WELD,27.98,0.33,12967,463.4
490,08123002101,"Census Tract 21.01, Weld County, Colorado",08123002101,WELD,43.15,0.35,8261,191.4
491,08123002210,"Census Tract 22.10, Weld County, Colorado",08123002210,WELD,7.79,0.06,1079,138.5
492,08123002209,"Census Tract 22.09, Weld County, Colorado",08123002209,WELD,15.86,0,1662,104.8
493,08123002206,"Census Tract 22.06, Weld County, Colorado",08123002206,WELD,1.64,0,3352,2043.9
494,08123002205,"Census Tract 22.05, Weld County, Colorado",08123002205,WELD,0.97,0,5157,5316.5
496,08014030200,"Census Tract 302, Broomfield County, Colorado",08014030200,BROOMFIELD,0.99,0.01,1901,1920.2
497,08014031100,"Census Tract 311, Broomfield County, Colorado",08014031100,BROOMFIELD,5.55,0.25,4655,838.7
498,08014031300,"Census Tract 313, Broomfield County, Colorado",08014031300,BROOMFIELD,4.07,0.02,2649,650.9
499,08014031400,"Census Tract 314, Broomfield County, Colorado",08014031400,BROOMFIELD,9.06,0.05,4711,520
500,08014030600,"Census Tract 306, Broomfield County, Colorado",08014030600,BROOMFIELD,0.98,0.02,6282,6410.2
501,08014030900,"Census Tract 309, Broomfield County, Colorado",08014030900,BROOMFIELD,2.06,0.02,5904,2866
502,08014030800,"Census Tract 308, Broomfield County, Colorado",08014030800,BROOMFIELD,0.99,0,5665,5722.2
503,08014031000,"Census Tract 310, Broomfield County, Colorado",08014031000,BROOMFIELD,1.29,0.02,5567,4315.5
504,08123002204,"Census Tract 22.04, Weld County, Colorado",08123002204,WELD,0.75,0,2098,2797.3
505,08123002203,"Census Tract 22.03, Weld County, Colorado",08123002203,WELD,7.64,0.27,1884,246.6
506,08123002014,"Census Tract 20.14, Weld County, Colorado",08123002014,WELD,0.92,0,1613,1753.3
507,08123002017,"Census Tract 20.17, Weld County, Colorado",08123002017,WELD,2.42,0,625,258.3
508,08123002011,"Census Tract 20.11, Weld County, Colorado",08123002011,WELD,1.49,0.01,1173,787.2
509,08123002015,"Census Tract 20.15, Weld County, Colorado",08123002015,WELD,2.49,0.01,1217,488.8
510,08123001907,"Census Tract 19.07, Weld County, Colorado",08123001907,WELD,19.21,0.12,2968,154.5
511,08123001905,"Census Tract 19.05, Weld County, Colorado",08123001905,WELD,2.71,0,4633,1709.6
512,08123002021,"Census Tract 20.21, Weld County, Colorado",08123002021,WELD,7.01,0.03,659,94
513,08014030500,"Census Tract 305, Broomfield County, Colorado",08014030500,BROOMFIELD,1.89,0.09,5787,3061.9
515,08014030300,"Census Tract 303, Broomfield County, Colorado",08014030300,BROOMFIELD,1.03,0.02,3609,3503.9
516,08014030000,"Census Tract 300, Broomfield County, Colorado",08014030000,BROOMFIELD,0.62,0,3725,6008.1
517,08014030100,"Census Tract 301, Broomfield County, Colorado",08014030100,BROOMFIELD,0.42,0,2421,5764.3
518,08014030400,"Census Tract 304, Broomfield County, Colorado",08014030400,BROOMFIELD,0.89,0.05,3908,4391
519,08014031200,"Census Tract 312, Broomfield County, Colorado",08014031200,BROOMFIELD,2.35,0,4389,1867.7
520,08014030700,"Census Tract 307, Broomfield County, Colorado",08014030700,BROOMFIELD,0.53,0.01,3110,5867.9
521,08123002020,"Census Tract 20.20, Weld County, Colorado",08123002020,WELD,1.97,0,5500,2791.9
522,08123002016,"Census Tract 20.16, Weld County, Colorado",08123002016,WELD,5.86,0.06,3326,567.6
523,08123002018,"Census Tract 20.18, Weld County, Colorado",08123002018,WELD,1,0,1613,1613
524,08123002019,"Census Tract 20.19, Weld County, Colorado",08123002019,WELD,5.62,0.03,4829,859.3
525,08123002008,"Census Tract 20.08, Weld County, Colorado",08123002008,WELD,1.49,0,5471,3671.8
526,08123002007,"Census Tract 20.07, Weld County, Colorado",08123002007,WELD,4.35,0,6754,1552.6
527,08123002005,"Census Tract 20.05, Weld County, Colorado",08123002005,WELD,7.08,0.01,781,110.3
528,08123002004,"Census Tract 20.04, Weld County, Colorado",08123002004,WELD,3.94,0.01,4408,1118.8
529,08123000704,"Census Tract 7.04, Weld County, Colorado",08123000704,WELD,0.67,0.11,1007,1503
530,08123000703,"Census Tract 7.03, Weld County, Colorado",08123000703,WELD,2.1,0.03,6977,3322.4
531,08123001006,"Census Tract 10.06, Weld County, Colorado",08123001006,WELD,1.05,0,4885,4652.4
532,08123001413,"Census Tract 14.13, Weld County, Colorado",08123001413,WELD,0.55,0,2742,4985.5
533,08123001415,"Census Tract 14.15, Weld County, Colorado",08123001415,WELD,0.86,0,3267,3798.8
534,08123001409,"Census Tract 14.09, Weld County, Colorado",08123001409,WELD,1.11,0,3271,2946.8
